Brand;Product Type;Who;Price;MRP;Savings;Discount %;Rating;Total Ratings Given
ADIDAS;lower;kids;689;4593.33;3904;85.0;3.7;11
SHAUN;lower;kids;823;1192.75;369;31.0;4.1;928
SHAUN;lower;kids;481;981.63;500;51.0;3.9;72
SHAUN;lower;kids;768;768.0;0;0.0;4.0;312
Mitwa;lower;kids;1199;2497.92;1298;52.0;4.2;175
F09;lower;kids;699;4992.86;4293;86.0;4.5;19
HRX;lower;kids;632;1469.77;837;57.0;4.3;34
Basis;lower;kids;599;2495.83;1896;76.0;4.2;223
SOUTHTREE;lower;kids;999;1783.93;784;44.0;4.2;389
VIMAL;lower;kids;686;1758.97;1072;61.0;3.5;17
69GAL;lower;kids;493;1332.43;839;63.0;4.1;22
SHELLOCKS;lower;kids;332;349.47;17;5.0;4.1;22
Sweeta;lower;kids;549;1098.0;549;50.0;3.9;9
SHELLOCKS;lower;kids;308;324.21;16;5.0;3.9;152
SHELLOCKS;lower;kids;308;324.21;16;5.0;3.9;41
SHELLOCKS;lower;kids;418;440.0;22;5.0;3.9;41
SHAUN;lower;kids;493;986.0;493;50.0;4.0;141
VIMAL;lower;kids;721;2670.37;1949;73.0;4.2;78
SHELLOCKS;lower;kids;313;329.47;16;5.0;3.5;43
SHELLOCKS;lower;kids;285;300.0;15;5.0;3.9;41
Rizzly;watch;men;629;2419.23;1790;74.0;4.3;78
Carson;watch;men;299;1495.0;1196;80.0;3.7;1819
LOIS;watch;men;314;1847.06;1533;83.0;4.1;167992
SKMEI;watch;men;392;1633.33;1241;76.0;4.2;47907
LOIS;watch;men;314;1847.06;1533;83.0;4.0;50421
LOIS;watch;men;314;1847.06;1533;83.0;4.1;5192
Fastrack;watch;men;1399;2185.94;786;36.0;4.4;8998
SONATA;watch;men;499;499.0;0;0.0;4.2;37553
VRAKISH;watch;men;240;960.0;720;75.0;3.4;373
SSA;watch;men;295;983.33;688;70.0;4.0;21117
Happy;watch;men;499;499.0;0;0.0;4.1;176
SKMEI;watch;men;443;1476.67;1033;70.0;3.9;4533
SONATA;watch;men;725;725.0;0;0.0;4.0;8322
Fastrack;watch;men;1756;2195.0;439;20.0;4.3;23597
FOXTER;watch;men;199;995.0;796;80.0;4.1;22
Rizzly;watch;men;379;2368.75;1989;84.0;4.0;319
Edith;watch;men;275;398.55;123;31.0;4.2;1477
SONATA;watch;men;1099;1099.0;0;0.0;4.1;53
SKMEI;watch;men;483;1463.64;980;67.0;3.8;378
hala;watch;men;320;969.7;649;67.0;4.0;1081
ANALOGUE;watch;men;279;1468.42;1189;81.0;3.9;24507
CASIO;watch;men;6396;7995.0;1599;20.0;4.5;2044
Acnos;watch;men;299;1495.0;1196;80.0;3.7;31
LIMESTONE;watch;men;599;3993.33;3394;85.0;4.2;8703
Rizzly;watch;men;199;1243.75;1044;84.0;4.1;2398
LIMESTONE;watch;men;331;1947.06;1616;83.0;4.0;74
CASIO;watch;men;7036;8795.0;1759;20.0;4.6;488
Happy;watch;men;759;1488.24;729;49.0;4.2;48
LOIS;watch;men;314;1847.06;1533;83.0;4.0;50420
AWEX;watch;men;474;1975.0;1501;76.0;4.3;257
CASADO;watch;men;331;1439.13;1108;77.0;4.0;17060
CASIO;watch;men;3235;3594.44;359;10.0;4.2;475
CASIO;watch;men;6156;8794.29;2638;30.0;4.5;634
SSA;watch;men;390;1444.44;1054;73.0;4.3;19
Benling;watch;men;494;1764.29;1270;72.0;4.1;616
CASIO;watch;men;7915;9422.62;1507;16.0;4.4;325
SKMEI;watch;men;395;1462.96;1067;73.0;3.7;73
Sylvi;watch;men;859;1997.67;1138;57.0;4.1;6112
Lizzy;watch;men;289;996.55;707;71.0;3.9;75
FASHION;watch;men;149;677.27;528;78.0;4.0;169
CASIO;watch;men;3235;3594.44;359;10.0;4.3;414
M7;watch;men;616;2933.33;2317;79.0;3.7;363
CASIO;watch;men;7596;9495.0;1899;20.0;4.5;449
ANALOGUE;watch;men;279;1468.42;1189;81.0;3.9;24497
Cameron;watch;men;289;996.55;707;71.0;4.0;6
SSA;watch;men;325;984.85;659;67.0;3.9;621
Glamexy;watch;men;339;691.84;352;51.0;3.6;225
TOMMY;watch;men;5700;9500.0;3800;40.0;4.1;146
Fastrack;watch;men;1880;2350.0;470;20.0;4.3;23597
Rizzly;watch;men;199;1243.75;1044;84.0;3.6;83
SKMEI;watch;men;497;1461.76;964;66.0;3.8;662
Wrogn;watch;men;835;1988.1;1153;58.0;4.0;66
Piaoma;watch;men;539;2450.0;1911;78.0;3.8;11
CASIO;watch;men;1210;1344.44;134;10.0;4.1;527
SKMEI;watch;men;379;1895.0;1516;80.0;4.2;964
SF;watch;men;499;499.0;0;0.0;4.5;50
AB;watch;men;299;996.67;697;70.0;3.9;2956
CASIO;watch;men;4196;5994.29;1798;30.0;4.3;22
WHITE;watch;men;303;797.37;494;62.0;3.9;79
CASIO;watch;men;2396;2995.0;599;20.0;4.1;454
Fastrack;watch;men;3116;3895.0;779;20.0;4.3;505
TOMMY;watch;men;5034;8989.29;3955;44.0;4.4;40
Wrogn;watch;men;1044;2485.71;1441;58.0;3.6;11
V2A;watch;men;990;1980.0;990;50.0;4.0;15
SF;watch;men;1399;1399.0;0;0.0;4.4;487
SCUDERIA;watch;men;5272;10759.18;5487;51.0;4.3;381
SKMEI;watch;men;364;596.72;232;39.0;3.8;23
CASIO;watch;men;6996;9994.29;2998;30.0;4.5;102
M7;watch;men;658;2990.91;2332;78.0;4.1;159
Lugano;watch;men;333;1447.83;1114;77.0;4.1;102
LOIS;watch;men;539;2994.44;2455;82.0;4.0;3870
CASIO;watch;men;2965;3294.44;329;10.0;4.2;70
SSA;watch;men;284;979.31;695;71.0;4.0;21115
SKMEI;watch;men;353;1961.11;1608;82.0;3.9;2411
LOREM;watch;men;369;997.3;628;63.0;3.8;130
CASIO;watch;men;3595;3994.44;399;10.0;4.0;93
LIMESTONE;watch;men;314;1962.5;1648;84.0;3.9;134
Sylvi;watch;men;557;1989.29;1432;72.0;4.0;369
ZIIIN;watch;men;285;838.24;553;66.0;3.5;127
iCome;watch;men;488;1478.79;990;67.0;4.1;225
SSA;watch;men;284;979.31;695;71.0;4.0;21117
SONATA;watch;women;1282;1424.44;142;10.0;4.4;735
Miss;watch;women;199;865.22;666;77.0;3.6;284
CASIO;watch;women;3846;5494.29;1648;30.0;4.1;21
Rizzly;watch;women;359;1495.83;1136;76.0;4.1;1615
Happy;watch;women;297;495.0;198;40.0;3.9;52
Glamexy;watch;women;349;698.0;349;50.0;4.0;41
CASIO;watch;women;8495;8495.0;0;0.0;3.7;7
rofl;watch;women;299;1245.83;946;76.0;3.8;247
SETCOS;watch;women;222;965.22;743;77.0;3.6;22
VRAKISH;watch;women;240;960.0;720;75.0;3.4;373
SKMEI;watch;women;386;1484.62;1098;74.0;4.1;18895
MR;watch;women;319;996.88;677;68.0;4.1;123
MR;watch;women;997;1294.81;297;23.0;3.7;46
KIPRUN;watch;women;1424;1498.95;74;5.0;4.4;19
LOIS;watch;women;249;1778.57;1529;86.0;3.9;353
SKMEI;watch;women;377;1450.0;1073;74.0;4.2;13
SHIPKART;watch;women;199;497.5;298;60.0;3.4;49
FOXTER;watch;women;249;1245.0;996;80.0;3.7;126
Chronorex;watch;women;299;1423.81;1124;79.0;4.2;58
Praizy;watch;women;359;997.22;638;64.0;4.8;4
SF;watch;women;580;725.0;145;20.0;4.5;35
LAVISHABLE;watch;women;249;498.0;249;50.0;3.5;11
SHOPIFY;watch;women;316;332.63;16;5.0;3.8;607
Florida;watch;women;299;343.68;44;13.0;3.8;47
BOBO;watch;women;309;1287.5;978;76.0;3.9;704
lifestyle;watch;women;299;1196.0;897;75.0;3.8;6
FL;watch;women;180;666.67;486;73.0;3.4;42
SKMEI;watch;women;287;652.27;365;56.0;3.5;580
POCO;watch;women;309;882.86;573;65.0;3.4;23
X;watch;women;320;1280.0;960;75.0;3.9;19
V2A;watch;women;749;1498.0;749;50.0;3.9;63
time;watch;women;247;494.0;247;50.0;3.4;36
BOBO;watch;women;298;1295.65;997;77.0;3.4;9
CASIO;watch;women;7495;7495.0;0;0.0;4.4;24
Aurex;watch;women;319;1678.95;1359;81.0;4.1;361
ZIIIN;watch;women;285;838.24;553;66.0;3.5;127
Crysta;watch;women;245;298.78;53;18.0;3.6;27
X;watch;women;320;1280.0;960;75.0;3.9;19
FL;watch;women;199;663.33;464;70.0;3.4;42
CASIO;watch;women;4196;5994.29;1798;30.0;4.7;19
CASIO;watch;women;7596;9495.0;1899;20.0;4.3;6
HARMI;watch;women;229;880.77;651;74.0;3.8;16
SF;watch;women;2799;2799.0;0;0.0;3.6;29
SKMEI;watch;women;410;1952.38;1542;79.0;3.5;11
HEAVEN;watch;women;339;997.06;658;66.0;4.5;142
V2A;watch;women;795;1472.22;677;46.0;4.2;13
Monocal;watch;women;345;1277.78;932;73.0;3.3;6
BOBO;watch;women;204;886.96;682;77.0;4.4;9
Blue;watch;women;249;996.0;747;75.0;4.1;598
SHOPIFY;watch;women;449;554.32;105;19.0;3.8;17
CASIO;watch;women;6296;8994.29;2698;30.0;5.0;5
Benling;watch;women;719;3423.81;2704;79.0;4.2;44
AGOG;watch;women;259;1295.0;1036;80.0;3.6;56
CASIO;watch;women;7645;8494.44;849;10.0;3.4;5
Goodlike;watch;women;339;997.06;658;66.0;3.9;251
SKMEI;watch;women;792;1885.71;1093;58.0;3.9;137
CASIO;watch;women;6646;9494.29;2848;30.0;4.6;19
Standard;watch;women;314;981.25;667;68.0;4.0;74
Benling;watch;women;719;3423.81;2704;79.0;4.2;44
CASIO;watch;women;7495;7495.0;0;0.0;4.3;25
Solomon;watch;women;292;1717.65;1425;83.0;3.8;103
Zanques;watch;women;329;783.33;454;58.0;3.9;25
Rizzly;watch;women;629;2419.23;1790;74.0;4.2;509
Acnos;watch;women;399;1995.0;1596;80.0;4.1;131
MAAN;watch;women;249;996.0;747;75.0;4.0;456
BOBO;watch;women;204;886.96;682;77.0;4.3;16
Lizzy;watch;women;249;996.0;747;75.0;4.2;117
CASIO;watch;women;7495;7495.0;0;0.0;4.6;41
FenTox;watch;women;249;592.86;343;58.0;3.8;161
SHVAS;watch;women;238;495.83;257;52.0;5.0;1
Benling;watch;women;899;3457.69;2558;74.0;4.0;20
Cameron;watch;women;199;995.0;796;80.0;3.6;31
FOUR;sandal;men;549;1568.57;1019;65.0;3.7;4863
SPARX;sandal;men;819;998.78;179;18.0;4.2;15265
SPARX;sandal;men;588;691.76;103;15.0;4.2;36497
REEBOK;sandal;men;851;2239.47;1388;62.0;4.2;2101
SPARX;sandal;men;472;524.44;52;10.0;4.2;24890
aadi;sandal;men;349;997.14;648;65.0;3.8;19292
ADIDAS;sandal;men;1465;2989.8;1524;51.0;4.2;457
Fabbmate;sandal;men;579;1484.62;905;61.0;4.1;101
Kzaara;sandal;men;227;493.48;266;54.0;3.9;406
Wildcraft;sandal;men;1019;2547.5;1528;60.0;4.2;168
RED;sandal;men;1294;2352.73;1058;45.0;3.9;1710
SPARX;sandal;men;748;890.48;142;16.0;4.0;3999
Density;sandal;men;429;997.67;568;57.0;4.0;26705
CAMPUS;sandal;men;529;594.38;65;11.0;4.0;1378
PUMA;sandal;men;1035;2464.29;1429;58.0;4.1;708
ADIDAS;sandal;men;1047;1975.47;928;47.0;3.8;417
WOODLAND;sandal;men;3238;3270.71;32;1.0;3.5;606
PUMA;sandal;men;1047;2492.86;1445;58.0;4.1;8415
Furo;sandal;men;933;1244.0;311;25.0;4.0;163
Wildcraft;sandal;men;1136;2840.0;1704;60.0;4.3;211
KANEGGYE;sandal;men;189;675.0;486;72.0;4.0;113
SPARX;sandal;men;649;791.46;142;18.0;4.2;9304
Black;sandal;men;449;997.78;548;55.0;3.6;1384
ADIDAS;sandal;men;1047;1975.47;928;47.0;3.8;418
WOODLAND;sandal;men;3295;3295.0;0;0.0;4.1;3764
PUMA;sandal;men;1047;1975.47;928;47.0;4.2;116
Deny;sandal;men;239;497.92;258;52.0;3.6;292
REPEATZ;sandal;men;259;681.58;422;62.0;3.8;380
Furo;sandal;men;1036;1295.0;259;20.0;4.1;10
SPARX;sandal;men;782;898.85;116;13.0;4.1;540
Deny;sandal;men;249;498.0;249;50.0;5.0;4
PUMA;sandal;men;1047;2276.09;1229;54.0;4.1;8415
WOODLAND;sandal;men;2156;2874.67;718;25.0;4.2;14
SPARX;sandal;men;489;543.33;54;10.0;4.1;39654
WOODLAND;sandal;men;2456;2480.81;24;1.0;3.8;86
ADIDAS;sandal;men;1413;2770.59;1357;49.0;4.1;159
CAMPUS;sandal;men;529;594.38;65;11.0;4.0;1378
ADIDAS;sandal;men;2099;2998.57;899;30.0;4.3;621
LANCER;sandal;men;649;649.0;0;0.0;4.1;14979
SPARX;sandal;men;737;898.78;161;18.0;4.1;2387
SPARX;sandal;men;839;892.55;53;6.0;4.2;77
CROCS;sandal;men;2995;2995.0;0;0.0;4.2;659
PUMA;sandal;men;899;1997.78;1098;55.0;3.9;5488
ADIDAS;sandal;men;2112;3579.66;1467;41.0;4.0;21
PUMA;sandal;men;1047;2492.86;1445;58.0;4.3;45
PUMA;sandal;men;1025;2440.48;1415;58.0;4.0;1262
CAMPUS;sandal;men;699;743.62;44;6.0;4.0;30
PUMA;sandal;men;1839;2298.75;459;20.0;4.1;232
REEBOK;sandal;men;1047;2553.66;1506;59.0;4.1;141
SPARX;sandal;men;617;693.26;76;11.0;4.0;804
SPARX;sandal;men;799;897.75;98;11.0;4.0;56558
Bucik;sandal;men;569;1962.07;1393;71.0;3.0;13
PUMA;sandal;men;600;1935.48;1335;69.0;4.2;607
REEBOK;sandal;men;1402;2861.22;1459;51.0;3.9;18
NIKE;sandal;men;3146;4494.29;1348;30.0;3.7;85
PUMA;sandal;men;1399;1998.57;599;30.0;4.0;3240
PU-OZONE;sandal;men;244;976.0;732;75.0;4.1;110
REEBOK;sandal;men;977;1993.88;1016;51.0;3.8;161
STRIKER;sandal;men;628;647.42;19;3.0;3.5;25
WOODLAND;sandal;men;3095;3774.39;679;18.0;4.1;522
PROVOGUE;sandal;men;564;1175.0;611;52.0;4.2;636
iD;sandal;men;1298;2884.44;1586;55.0;4.4;12
ASIAN;sandal;men;539;998.15;459;46.0;3.8;760
ASIAN;sandal;men;539;998.15;459;46.0;3.8;760
Blue;sandal;men;284;591.67;307;52.0;3.5;35
SPARX;sandal;men;599;935.94;336;36.0;4.3;69
SPARX;sandal;men;860;1048.78;188;18.0;4.1;104
Deny;sandal;men;249;498.0;249;50.0;3.6;292
ASIAN;sandal;men;616;993.55;377;38.0;3.6;132
REEBOK;sandal;men;1047;2755.26;1708;62.0;4.0;362
SPARX;sandal;men;669;796.43;127;16.0;4.1;24094
WOODLAND;sandal;men;1643;2784.75;1141;41.0;3.9;224
WALKAROO;sandal;men;539;539.0;0;0.0;4.1;44
AUSTINJUSTIN;sandal;men;299;996.67;697;70.0;4.0;7
STRIKER;sandal;men;703;889.87;186;21.0;4.1;32
newebit;sandal;women;648;1296.0;648;50.0;3.5;4
SPARX;sandal;women;719;798.89;79;10.0;4.3;471
NIKE;sandal;women;2091;3945.28;1854;47.0;4.1;11
Furo;sandal;women;918;1020.0;102;10.0;3.5;2
SHOEBUCKS;sandal;women;599;998.33;399;40.0;4.2;68
SPARX;sandal;women;759;798.95;39;5.0;4.2;55
REEBOK;sandal;women;1574;2498.41;924;37.0;4.0;938
Ganuchi;sandal;women;588;1896.77;1308;69.0;3.9;42
SPARX;sandal;women;725;725.0;0;0.0;4.2;59
SPARX;sandal;women;664;698.95;34;5.0;4.3;836
Fsports;sandal;women;902;939.58;37;4.0;3.4;12
AAPNI;sandal;women;249;498.0;249;50.0;3.7;65
New;sandal;women;625;1275.51;650;51.0;3.8;51
SPARX;sandal;women;725;725.0;0;0.0;4.2;59
TWIN;sandal;women;419;544.16;125;23.0;4.0;72
CROCS;sandal;women;1746;2494.29;748;30.0;4.2;711
POWER;sandal;women;799;799.0;0;0.0;4.6;5
Rimboll;sandal;women;549;1193.48;644;54.0;4.2;83
RimboIl;sandal;women;625;1275.51;650;51.0;4.2;27
PUMA;sandal;women;1499;1998.67;499;25.0;3.8;5690
Fsports;sandal;women;902;939.58;37;4.0;4.2;51
SPARX;sandal;women;754;897.62;143;16.0;3.8;422
TWIN;sandal;women;419;544.16;125;23.0;4.0;72
Khadim's;sandal;women;839;1198.57;359;30.0;4.2;25
Rimboll;sandal;women;549;1193.48;644;54.0;4.2;83
POWER;sandal;women;799;799.0;0;0.0;4.3;669
SPARX;sandal;women;628;668.09;40;6.0;4.3;836
tattooz;sandal;kid;299;786.84;487;62.0;3.8;344
CAMPUS;sandal;kid;549;549.0;0;0.0;4.3;936
CAMPUS;sandal;kid;499;499.0;0;0.0;4.0;235
Dapper;sandal;kid;269;597.78;328;55.0;3.8;5
CAMPUS;sandal;kid;569;569.0;0;0.0;4.0;236
CAMPUS;sandal;kid;439;439.0;0;0.0;4.1;647
claptrap;sandal;kid;199;497.5;298;60.0;3.7;113
Coolz;sandal;kid;299;498.33;199;40.0;4.3;61
NEOBABY;sandal;kid;249;498.0;249;50.0;4.0;411
Elecant;sandal;kid;239;497.92;258;52.0;4.7;3
Lucy;sandal;kid;349;498.57;149;30.0;4.2;136
VKC;sandal;kid;219;219.0;0;0.0;3.2;17
SPARX;sandal;kid;785;792.93;7;1.0;4.2;924
ASIAN;sandal;kid;549;596.74;47;8.0;4.1;161
CAMPUS;sandal;kid;649;649.0;0;0.0;4.4;121
CAMPUS;sandal;kid;465;465.0;0;0.0;4.2;110
CAMPUS;sandal;kid;442;460.42;18;4.0;4.3;53
LIBERTY;sandal;kid;549;549.0;0;0.0;4.2;311
claptrap;sandal;kid;199;497.5;298;60.0;3.8;158
Frozen;sandal;kid;285;791.67;506;64.0;3.7;132
DISNEY;sandal;kid;599;1198.0;599;50.0;4.1;328
ASIAN;sandal;kid;549;596.74;47;8.0;3.9;107
FLYLO;sandal;kid;199;497.5;298;60.0;4.0;362
Dapper;sandal;kid;309;594.23;285;48.0;4.0;63
Footfun;sandal;kid;404;448.89;44;10.0;4.2;22
ASIAN;sandal;kid;549;596.74;47;8.0;4.1;321
tattooz;sandal;kid;349;793.18;444;56.0;4.1;184
CAMPUS;sandal;kid;439;439.0;0;0.0;3.7;77
TRYME;sandal;kid;202;696.55;494;71.0;3.4;73
LIBERTY;sandal;kid;299;398.67;99;25.0;3.9;37
Tuskey;sandal;kid;799;897.75;98;11.0;3.9;22
CAMPUS;sandal;kid;429;429.0;0;0.0;4.1;109
Happy;sandal;kid;499;3838.46;3339;87.0;4.2;18
LEVOT;sandal;kid;255;490.38;235;48.0;4.2;5
CROCS;sandal;kid;1795;1795.0;0;0.0;4.0;22
CAMPUS;sandal;kid;399;399.0;0;0.0;3.5;26
tattooz;sandal;kid;349;793.18;444;56.0;4.4;14
CAMPUS;sandal;kid;429;429.0;0;0.0;3.9;67
tattooz;sandal;kid;349;698.0;349;50.0;4.1;184
LIBERTY;sandal;kid;599;599.0;0;0.0;4.3;61
Lucy;sandal;kid;599;599.0;0;0.0;4.1;149
CAMPUS;sandal;kid;399;399.0;0;0.0;3.8;38
Frozen;sandal;kid;699;998.57;299;30.0;4.3;145
LNG;sandal;kid;599;1576.32;977;62.0;4.2;45
Bubblegummers;sandal;kid;699;699.0;0;0.0;4.3;39
BARBIE;sandal;kid;479;798.33;319;40.0;3.8;235
CAMPUS;sandal;kid;375;375.0;0;0.0;4.5;11
BamBino;sandal;kid;299;398.67;99;25.0;4.8;4
BARBIE;sandal;kid;399;498.75;99;20.0;4.6;19
CAMPUS;sandal;kid;459;459.0;0;0.0;4.0;276
CAMPUS;sandal;kid;664;698.95;34;5.0;4.0;26
CROCS;sandal;kid;1596;1995.0;399;20.0;4.1;39
DORA;sandal;kid;559;798.57;239;30.0;3.9;52
CAMPUS;sandal;kid;459;459.0;0;0.0;4.1;672
MARVEL;sandal;kid;719;998.61;279;28.0;4.1;254
claptrap;sandal;kid;399;798.0;399;50.0;4.0;62
